Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,EMA_50,Daily_Return,Log_Return,Volatility_10,Volatility_20,Volatility_50,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stochastic_K,Stochastic_D,ATR,Momentum_5,Momentum_10,ROC,Volume_SMA_20,Volume_Ratio,Higher_High,Lower_Low,Trend_20,Trend_50
2015-10-07,41.64577380399646,42.532699727986646,41.707389869958256,42.45833443343773,13088705,0.0,0.0,42.824504102985905,43.09089521917862,42.17833326787165,41.272136361292766,40.45484801578309,42.83504316461404,42.732298943848456,42.29041238959177,-0.007763133238135267,-0.007793423222263473,0.00493032984984672,0.005108171068959965,0.006376032481856654,0.10274422076558665,0.2365608344749478,-0.13381661370936115,30.578468475290535,43.09089521917862,43.77912989879747,42.40266053955977,1.3764693592377029,0.04044688209317742,29.44557660778605,35.92420925511993,1.1350956301730786,-0.3735991351042429,-0.44850445242206405,-1.0452982882639519,16253601.9,0.8052802745217968,0,1,-1,1
2015-10-08,42.61765287623119,42.98209148707305,42.55454521403574,42.57619694964517,14208135,0.0,0.0,42.8036068967134,43.03654003113284,42.21891740947541,41.302895940324554,40.4669839293018,42.795220670003445,42.72073583316673,42.301619627240925,0.002775957130212392,0.0027721112768566937,0.005021657662863443,0.005012905608276547,0.006378264682972104,0.07448483683671725,0.2041456349473017,-0.12966079811058445,29.548983517226617,43.03654003113284,43.705882939134796,42.36719712313088,1.3386858160039168,0.15612313510437786,35.82469738691058,34.95560845978583,1.0175393660618053,-0.3827386313443242,-0.2089720627251026,-0.48842173012027484,15971369.35,0.8896003021807269,1,0,-1,1
2015-10-09,42.54732417115049,43.869945475485224,41.99134795622335,42.75478231021066,15809018,0.0,0.0,42.77366533011086,43.00327878367938,42.260616638156144,41.33644239997446,40.48005720707987,42.788999383881475,42.72325779442924,42.31939071284758,0.004194488314132272,0.004185715969798886,0.004744228839984054,0.005045096142570594,0.006387962261883514,0.06574158945223729,0.17646482584828882,-0.11072323639605153,34.35969161096534,43.00327878367938,43.65834949049904,42.34820807685971,1.3101414136393288,0.3103285104327458,41.74054221523305,35.670272069976555,1.08120693460142,0.04977308686689241,-0.2994156660253964,-0.6954389585671997,16234452.45,0.97379434561712,1,1,-1,1
2015-10-12,43.840847818028,43.2975059773256,42.49136911618959,43.089871335433706,17496288,0.0,0.0,42.76961646464607,43.00215135859216,42.31272309690226,41.3741082183752,40.49367144494643,42.83528737642797,42.75041435302216,42.34960563922351,0.007837463018564472,0.007806909642088436,0.005431666413558915,0.0051625384263244475,0.006407598223172028,0.08487302340581238,0.15814646535979351,-0.07327344195398114,45.316335318917716,43.00215135859216,43.65650838742946,42.347794329754855,1.3087140576746066,0.5670276110561642,52.840750376844895,43.468663326329505,1.1120105848442106,0.3276897291455185,-0.04048865464790907,-0.09387506771847015,16345539.55,1.0704013744226633,0,0,1,1
2015-10-13,44.121687649237266,44.60944392075753,43.35669696247459,43.41600921836445,14829169,0.0,0.0,42.834377719079605,43.00941841151283,42.36958733522523,41.41718381590063,40.50646888874167,42.924629198264356,42.799717676380844,42.391425387425116,0.007568782937222629,0.007540283413780683,0.005049537455217064,0.005378038699512679,0.006468280579672383,0.12491152188351151,0.1514994766645371,-0.026587954781025602,59.61182418780528,43.00941841151283,43.67937374073334,42.339463082292326,1.3399106584410134,0.8034462068722451,61.683920333181874,52.08840430841994,1.1375589080043882,0.6254862538235031,0.6476125443353951,1.5142315230363903,16230246.35,0.9136749178178679,1,0,1,1
2015-10-14,43.40520206765989,43.537810163582805,42.89794647232307,43.01252926615475,20225250,0.0,0.0,42.85243728884089,42.99919677667737,42.41625533720535,41.45645129262608,40.51743724442927,42.93815228563211,42.815481497845575,42.41578240227726,-0.009293345000466635,-0.009336797553691425,0.006098195950002113,0.005776761464655467,0.006638692765321052,0.12267078778653229,0.14573373888893615,-0.02306295110240386,53.8792368497699,42.99919677667737,43.66201951162113,42.33637404173361,1.3256454698875189,0.510057356797296,48.72990620754023,54.418192305855655,1.0356745491384614,0.5541948327170232,0.18059569761278027,0.4216379756094394,16409498.6,1.2325330890975548,0,1,1,1
2015-10-15,42.57751929906594,43.04988514246754,42.320325611493985,42.74082618939655,15733899,0.0,0.0,42.830626349681594,42.964022057668636,42.46141044751837,41.49153367018705,40.52723539881485,42.90779442467279,42.8099514749975,42.42852921745841,-0.006316835614965655,-0.006336871240124518,0.006371031938952296,0.005778593339961206,0.006669417326347063,0.0978429496752895,0.13615558104620684,-0.03831263137091734,44.65810282264821,42.964022057668636,43.60156856330391,42.326475552033365,1.2750930112705419,0.3249571864175723,40.00668346740082,50.140170002707634,1.0474975473112518,0.16462923975137755,-0.21810939159294662,-0.507716005164397,16186440.05,0.9720419654598479,0,1,-1,1
2015-10-16,43.897494976001546,43.14211113388599,42.28446119590575,42.9048047783714,13456725,0.0,0.0,42.85060590518436,42.92929850032254,42.498288817909625,41.522342632106856,40.53532176938424,42.90733447908796,42.81697764561778,42.447206690435394,0.003836579766806958,0.00382923886463388,0.0061927717161556544,0.005789629436141979,0.006407137190420054,0.09035683347017454,0.12699583153100039,-0.03663899806082585,46.266837860042465,42.92929850032254,43.49247670875763,42.36612029188745,1.1263564168701805,0.4782540219203443,45.271334031201285,44.66930790204744,1.0270458777896476,0.15002246816074205,0.19979555502763446,0.46785039661909394,15890803.7,0.8468246952166428,1,1,-1,1
2015-10-19,42.291714514065745,43.322634454897596,43.055247887377654,43.06823215298566,16496013,0.0,0.0,42.8812109598541,42.90319827147816,42.535234357633406,41.55400877184418,40.54291130776975,42.932087967379914,42.835589090607996,42.471560630143244,0.003809069297913359,0.003801833162927369,0.00627931581406086,0.005879733948361003,0.0064062968137589575,0.09649887677191771,0.12089644057918386,-0.024397563807266154,55.3116523585158,42.90319827147816,43.37901221705212,42.4273843259042,0.9516278911479219,0.6734227033934679,50.518287461416186,45.265434986672766,0.9908871668240933,-0.02163918244804819,0.30605054669747034,0.7157037718872266,16006175.8,1.0306030126196664,1,0,1,1
2015-10-20,42.53008233127205,44.481914759791295,42.73175527628123,43.23186164605388,21708805,0.0,0.0,42.92534482800539,42.897349688116755,42.5822452213688,41.58628648344964,40.551860435567306,42.978206994868216,42.864942613233616,42.50137635625739,0.0037993083274694417,0.0037921091843339553,0.006353417363670282,0.005836358960614014,0.0062809014559559355,0.1132643816346004,0.11937002879026717,-0.006105647155666777,56.84216946421529,42.897349688116755,43.3525280177901,42.44217135844341,0.9103566593466894,0.8674515416597098,55.77173004999781,50.52045051420509,1.0018274444049393,-0.18414757231057166,0.44133868151293143,1.0313935211276892,16086284.55,1.3495226279582377,1,1,1,1
